0,1
2,26.540615417483348
2,28.950161658971414
2,29.045802082306952
3,29.414033536995504
2,29.651038293487463
2,29.815891008224753
2,30.260818658515156
2,31.28495345481176
2,31.66649442964014
2,31.951264977921277
2,32.65329041710134
2,33.01652932483319
1,33.30515208034388
1,33.940524034362326
2,34.930894516774885
1,34.954099043110475
2,34.960710988908964
1,35.80798346411237
2,36.17167592452485
1,36.71761206100367
1,36.913680271316196
1,36.97313995714909
2,37.643191577161566
1,37.82953048059263
2,38.770179247658426
3,39.03673466902148
1,39.19173794101303
3,39.2407472367063
1,39.25696917127059
1,39.307056195764225
3,39.31865213222187
3,39.53452401955097
3,39.56081340779592
1,39.760549247130264
1,39.96442010573746
1,40.0337043175033
1,40.04368574440162
1,40.34101299109789
3,40.45467619353549
3,40.53164693789222
3,40.7816415249552
1,40.840378641995756
0,40.86485467968404
1,41.023084104446326
2,41.1065939809882
1,41.326788866986966
1,41.36885493491426
3,41.45550070590001
3,41.65183048155941
3,41.843558082707226
1,41.9086951620595
3,42.0132973272764
1,42.05861912637093
3,42.71154414468871
3,43.00105863569904
3,43.039726635495924
1,43.442793839468344
1,44.63106722177507
3,45.09564562714998
3,45.148369920510056
1,45.16484671234075
1,45.2412677184919
1,45.844699984030655
1,46.49265162286451
3,47.64555547107119
3,47.749314194674426
3,51.21163268683363
3,51.4649563785608
0,51.6465870588447
3,52.42851590216212
3,53.33431540485213
3,53.379560925424535
3,54.66877928197375
1,62.793023973999944
3,62.92346315638093
3,63.2556771968445
3,65.75524800265134
3,70.93222153697651
1,83.01004580557942
